online_order,book_table,location,rest_type,dish_liked,cuisines,avg_cost,type,success
No,No,BTM,Dessert Parlor,Not specified,Desserts,100.0,Desserts,1
No,No,BTM,Dessert Parlor,"Latte, Chocolate Cake, Apple Pie, Steak, Chocolate Truffle, Cheesecake, Pasta",Desserts,300.0,Desserts,0
No,No,BTM,Quick Bites,Not specified,"Bakery, Desserts, Sandwich",200.0,Desserts,0
No,No,BTM,Sweet Shop,Not specified,"Mithai, Street Food",175.0,Desserts,0
No,No,BTM,Bakery,Not specified,Bakery,150.0,Desserts,0
Yes,No,BTM,"Food Court, Dessert Parlor",Not specified,"Ice Cream, Bakery, Desserts",100.0,Desserts,0
Yes,No,BTM,"Takeaway, Delivery",Not specified,"Juices, Beverages, Ice Cream",75.0,Desserts,0
Yes,Yes,Koramangala 2nd Block,Casual Dining,"Breakfast Buffet, Sushi, Cheesecake, Gulab Jamun, Lunch Buffet, Fish, Noodles","Continental, Italian, North Indian, Asian, Bakery, Chinese, European, Japanese",550.0,Desserts,1
No,No,Koramangala 5th Block,"Dessert Parlor, Quick Bites","Hazelnut Cappuccino, Pancakes, Red Velvet Cake, Nutella Shake, Murgh Ghee Roast, Butter Chicken, Chocolate Icecreams","Desserts, Fast Food",200.0,Desserts,1
No,Yes,Koramangala 5th Block,Casual Dining,"Coconut Payassam, Boneless Chicken, Seafood Soup, Fish, Filter Kaapi, Appam, Tender Coconut Payasam","Chettinad, Andhra, Kerala",650.0,Desserts,1
No,No,Koramangala 5th Block,"Cafe, Dessert Parlor","Tea, Pasta, Chocolate Bomb, Waffles, Fries, Burgers, Chocolate Lava Cake","Cafe, Italian, Desserts",300.0,Desserts,1
Yes,Yes,JP Nagar,Casual Dining,"Butter Beer, Pasta, Fries, Burgers, Exotic Veg Pizza, Veggie Pizza, Chips","Continental, Italian, American",350.0,Desserts,1
Yes,No,Koramangala 5th Block,"Dessert Parlor, Cafe","Burgers, Caramel Shake, Spinach Pizza, Ferrero Rocher Ice Cream, Butter Chicken, Chocolate Lava Cake, Bbq Burger","Ice Cream, Cafe, Pizza, Burger, Desserts, Beverages",250.0,Desserts,1
Yes,Yes,Koramangala 5th Block,Cafe,"Salad, Coffee, Mocktails, Pizza, Meat Balls, Smoked Tomato Soup, Nachos","Cafe, Continental, Beverages",400.0,Desserts,1
Yes,No,Koramangala 7th Block,Dessert Parlor,"Paneer Peri Peri, Pancakes, Fajitas, Sweet Crepe, Peri Peri Chicken, Chicken Breast, Nutella Crepe","Desserts, Continental",275.0,Desserts,1
Yes,No,Jayanagar,Dessert Parlor,"Death By Chocolate, Hot Chocolate Fudge, Chocolate Malt, Fudge Cake, Chocolate Sundae, Ice Cream Sundae, Thick Shakes","Ice Cream, Desserts",200.0,Desserts,1
Yes,No,Koramangala 5th Block,Dessert Parlor,"Churros, Baklava Ice Cream, Cheesecake, Chocolate Peanut Butter, Cheese Roll, Chocolate Sundae","Desserts, Ice Cream, Beverages, Sandwich",225.0,Desserts,1
Yes,No,Jayanagar,Dessert Parlor,"Khara Bun, Mousse, Rich Chocolate Cake, Veg Puff, Chocolate Truffle, Banana Walnut Cake, Fruit Cake","Bakery, Desserts",250.0,Desserts,1
Yes,No,JP Nagar,Cafe,"Sandwiches, Pasta, Pizza, Fries, Brownie Shake","Cafe, Sandwich, Burger",300.0,Desserts,1
Yes,No,Koramangala 5th Block,"Dessert Parlor, Cafe","Pan Cake, Nutella Pancakes, Waffles","Desserts, Beverages, Cafe, Ice Cream",150.0,Desserts,1
No,No,Koramangala 5th Block,Dessert Parlor,"Waffles, Blueberry Cheesecake, Brownie Fudge, Vanilla Ice Cream, Freak Shake, Red Velvet Cheesecake, Nutella Cheesecake","Ice Cream, Desserts, Beverages",200.0,Desserts,1
Yes,No,Koramangala 5th Block,Cafe,"Salads, Chicken Sandwich, Sandwiches, Cheesecake, Spaghetti Aglio Olio, Arugula Salad, Cheese Chilli Toast","Cafe, Healthy Food, Salad, Beverages, Desserts",600.0,Desserts,1
No,No,Koramangala 5th Block,Dessert Parlor,"Brownie, Apple Pie, Blackberry Cheesecake, Chocolate Icecreams, Hot Chocolate, Caramel Chocolate, Peach Parfait",Desserts,200.0,Desserts,1
Yes,Yes,Koramangala 5th Block,Cafe,"Burgers, Pasta, Chocolate Mousse, Potato Wedges, Cup Cake, Cheesy Fries, Peri Peri Chicken","Cafe, Italian, Burger, American, Steak",325.0,Desserts,1
Yes,No,Koramangala 5th Block,Dessert Parlor,"Rolls, Chocolate Icecreams, Red Velvet Ice Cream, Ice Cream Roll, Waffles","Ice Cream, Desserts",250.0,Desserts,1
Yes,No,Koramangala 7th Block,Dessert Parlor,"Sandwich, Cheesecake, Rainbow Cake, Hot Chocolate, Coffee, Cup Cake, Macaroon","Desserts, Beverages",450.0,Desserts,1
Yes,No,Koramangala 5th Block,Dessert Parlor,"Belgian Waffles, Chocolate Overload, Triple Chocolate, Belgian Chocolate Waffle, Chocolate Icecreams","Desserts, Beverages",175.0,Desserts,1
Yes,Yes,JP Nagar,"Casual Dining, Cafe","Burgers, Egg Salad, Pasta, Lasagne, Pancakes, Paneer Fingers, Lime Soda","Cafe, Asian, Burger, Continental, Italian, Salad",300.0,Desserts,1
Yes,No,Koramangala 7th Block,Dessert Parlor,Waffles,Desserts,200.0,Desserts,1
Yes,No,Koramangala 5th Block,Dessert Parlor,"Oreo Waffle, Nachos, Coffee, Chocolate Waffles, Nutella Waffle, Salsa, Belgian Waffles",Desserts,200.0,Desserts,1
Yes,No,JP Nagar,Dessert Parlor,"Faluda, Chocolate Fudge, Brownie Fudge, Death By Chocolate, Sandwich, Waffles, Crepe","Desserts, Ice Cream, Beverages, Sandwich",200.0,Desserts,1
Yes,No,Koramangala 5th Block,Beverage Shop,"Chocolate Hazelnut, Red Velvet Shake, Thick Shakes, Mango Milkshake, Brownie Chocolate, Belgian Chocolate Milkshake, Oreo Shake","Beverages, Desserts, Ice Cream",200.0,Desserts,1
Yes,No,Koramangala 5th Block,Dessert Parlor,"Turkish Ice Cream, Baklava, Chocolate Icecreams","Turkish, Desserts",125.0,Desserts,1
Yes,No,Koramangala 7th Block,Dessert Parlor,"Donut, Coffee, Chocolate Dreamcake, Latte, Cookie Crunch, Hot Chocolate, Cappuccino","Desserts, Beverages",150.0,Desserts,1
No,No,Koramangala 5th Block,Sweet Shop,Not specified,"Mithai, Oriya, Bengali",75.0,Desserts,1
No,No,Koramangala 7th Block,"Quick Bites, Sweet Shop","Mishti Doi, Rasgulla, Radhaballavi, Rasmalai, Chamcham, Dum Aloo, Malai Roll","Street Food, Mithai",100.0,Desserts,1
Yes,No,Koramangala 7th Block,Dessert Parlor,"Donut, Choco Bomb, Latte, Coffee, Hot Chocolate, Waffles, Chocolate Decadence","Bakery, Desserts, Beverages",225.0,Desserts,1
Yes,No,Koramangala 5th Block,Dessert Parlor,"Chocolate Overdose, Death By Chocolate, Chocolate Icecreams, Brownie, Coffee, Hot Chocolate Fudge, Red Velvet","Desserts, Ice Cream, Beverages",250.0,Desserts,1
No,No,Koramangala 7th Block,Kiosk,Waffle Cone,"Ice Cream, Desserts",150.0,Desserts,1
Yes,No,Koramangala 5th Block,Dessert Parlor,Not specified,"Desserts, Beverages",200.0,Desserts,1
Yes,No,Koramangala 7th Block,"Bakery, Dessert Parlor","Donut, Chocolate Mousse, Chocolate Cake, Cheesecake, Chicken Wings","Bakery, Fast Food",250.0,Desserts,1
Yes,No,Koramangala 5th Block,Beverage Shop,"Faluda, Mango Lassi, Sweet Lassi, Malai Kulfi","Beverages, Ice Cream",100.0,Desserts,1
Yes,No,Koramangala 7th Block,"Dessert Parlor, Quick Bites","Waffles, Nutella Ice Cream, French Fries","Desserts, Fast Food",250.0,Desserts,1
Yes,No,JP Nagar,Dessert Parlor,"Coffee, Waffles, Hot Chocolate Fudge, Cheesy Garlic Bread","Desserts, Ice Cream",250.0,Desserts,1
Yes,No,Bannerghatta Road,Dessert Parlor,"Chocolate Truffle Cake, Cheesecake",Desserts,175.0,Desserts,1
Yes,No,Koramangala 5th Block,Dessert Parlor,"Waffles, Pancakes, Oreo Waffle","Desserts, Beverages",200.0,Desserts,1
Yes,No,JP Nagar,Dessert Parlor,"Waffles, Nutella Pancakes, Nutella Waffle, Mexican Fries, French Fries, Chocolate Fondue, Chocolate Overload",Desserts,200.0,Desserts,1
Yes,No,Bannerghatta Road,Food Court,Waffles,"Desserts, Beverages, American",200.0,Desserts,1
Yes,No,HSR,Bakery,"Burgers, Eggless Cake, Red Velvet Cake","Bakery, Desserts",200.0,Desserts,0
Yes,No,Koramangala 7th Block,Dessert Parlor,"Waffles, Cheesecake, Chocolate Bomb, Belgium Chocolate, Ice Cream Sundae, Chocolate Sundae, Chocolate Icecreams","Ice Cream, Desserts",400.0,Desserts,1
Yes,No,Koramangala 7th Block,Dessert Parlor,Not specified,"Juices, Ice Cream",100.0,Desserts,1
No,No,Koramangala 7th Block,Cafe,"Burgers, Coffee, Waffles, Mocktails, Pasta, Brownie Chocolate, Chicken Salami","Cafe, American, Italian, Beverages",350.0,Desserts,1
Yes,No,Koramangala 5th Block,"Beverage Shop, Quick Bites","Faluda, Sandwiches, Paneer Tikka Pizza, Cream Mango, Custard Apple Cream, Veg Sandwich","Beverages, Fast Food, Desserts",175.0,Desserts,1
Yes,No,Koramangala 7th Block,Dessert Parlor,"Chocolate Chip Cookie, Brownie Chocolate",Bakery,75.0,Desserts,1
Yes,No,JP Nagar,Food Court,"Brownie, Coffee, Hot Chocolate, Garlic Pops, Chocolate Waffles, Chocolate Avalanche","Cafe, Desserts",200.0,Desserts,1
No,No,Koramangala 5th Block,Beverage Shop,"Sandwiches, Oreo Shake","Beverages, Juices, Fast Food",100.0,Desserts,1
No,No,JP Nagar,Dessert Parlor,Not specified,Bakery,175.0,Desserts,0
Yes,No,Bannerghatta Road,Food Court,Not specified,"Desserts, Ice Cream",250.0,Desserts,0
No,No,Bannerghatta Road,"Takeaway, Delivery","Cup Cake, Pineapple Cake","Bakery, Desserts",400.0,Desserts,1
Yes,No,Jayanagar,Dessert Parlor,Not specified,"Desserts, Ice Cream",200.0,Desserts,0
Yes,No,Koramangala 5th Block,Dessert Parlor,Not specified,Desserts,150.0,Desserts,1
No,No,Koramangala 6th Block,Bakery,Not specified,"Bakery, Fast Food",100.0,Desserts,0
No,No,Bannerghatta Road,"Cafe, Bakery","Coffee, French Fries, Lemon Tea, Veg Sandwich","Cafe, Bakery, Arabian, Fast Food",350.0,Desserts,1
No,No,Jayanagar,"Sweet Shop, Quick Bites",Not specified,"Mithai, Street Food",50.0,Desserts,1
Yes,No,Koramangala 4th Block,Bakery,Not specified,"Bakery, Desserts",150.0,Desserts,1
Yes,No,Koramangala 5th Block,Beverage Shop,Not specified,"Beverages, Desserts",75.0,Desserts,0
No,No,Jayanagar,Bakery,Not specified,"Bakery, Fast Food",125.0,Desserts,0
Yes,No,Bannerghatta Road,Dessert Parlor,"Brownie, Chocolate Devotion, Icecream Cake, Cotton Candy Ice Cream, Coffee, Strawberry Smoothie","Ice Cream, Desserts",200.0,Desserts,1
No,No,Koramangala 7th Block,"Bakery, Dessert Parlor","Donut, Chocolate Fantasy",Desserts,75.0,Desserts,1
Yes,No,Jayanagar,Cafe,"Sandwiches, Salads, Gol Gappe, Panipuri, Pizza Sandwich, Cheesy Pizza, Lychee Juice","Cafe, Beverages, Fast Food, Street Food",200.0,Desserts,1
No,No,HSR,Delivery,"Chicken Momo, Momos","Biryani, North Indian, Italian, Chinese, Sandwich, Desserts",250.0,Desserts,0
Yes,No,Koramangala 5th Block,Bakery,Not specified,"Bakery, Fast Food, Desserts",200.0,Desserts,0
Yes,No,Jayanagar,Dessert Parlor,Not specified,"Desserts, Momos",100.0,Desserts,0
No,No,JP Nagar,"Bakery, Quick Bites","Pasta, Sandwiches, Cappuccino, Sandwich","Bakery, Fast Food, Italian",300.0,Desserts,0
Yes,No,HSR,"Takeaway, Delivery",Paratha,"Biryani, Fast Food, North Indian, Chinese",200.0,Desserts,0
Yes,No,Koramangala 7th Block,Bakery,Not specified,"Desserts, Bakery",200.0,Desserts,0
No,No,JP Nagar,"Casual Dining, Sweet Shop",Not specified,"South Indian, Mithai, Chinese, North Indian",200.0,Desserts,0
Yes,No,Koramangala 5th Block,Sweet Shop,"Samosa, Poha, Rasgulla, Kachori","Mithai, Fast Food",125.0,Desserts,1
No,No,JP Nagar,Dessert Parlor,"Irish Coffee, Eggless Cake","Bakery, Desserts",100.0,Desserts,0
No,No,JP Nagar,"Bakery, Quick Bites",Not specified,Bakery,200.0,Desserts,0
No,No,Bannerghatta Road,Sweet Shop,Not specified,"Mithai, Desserts",75.0,Desserts,0
Yes,No,Bommanahalli,Sweet Shop,Not specified,Mithai,125.0,Desserts,0
Yes,No,JP Nagar,Bakery,"Cup Cake, Swiss Roll","Bakery, Desserts",250.0,Desserts,1
No,No,Jayanagar,Quick Bites,Not specified,"Fast Food, Tea",100.0,Desserts,0
No,No,JP Nagar,Quick Bites,Not specified,"Fast Food, Desserts",250.0,Desserts,0
No,No,JP Nagar,Bakery,Not specified,"Bakery, Desserts",150.0,Desserts,0
No,No,Bannerghatta Road,Bakery,Not specified,Bakery,200.0,Desserts,0
Yes,No,Bommanahalli,"Bakery, Beverage Shop",Not specified,"Bakery, Fast Food, Beverages",125.0,Desserts,0
No,No,Bommanahalli,Takeaway,Not specified,"Bakery, Desserts",250.0,Desserts,0
No,No,Koramangala 5th Block,Quick Bites,Not specified,"Juices, Desserts, Fast Food",125.0,Desserts,0
No,No,Koramangala 7th Block,"Quick Bites, Sweet Shop",Not specified,"Desserts, Street Food, Mithai",75.0,Desserts,0
No,No,Jayanagar,Bakery,Not specified,"Bakery, Desserts",175.0,Desserts,0
No,No,Bannerghatta Road,Food Court,Not specified,Ice Cream,200.0,Desserts,0
No,No,Koramangala 5th Block,Dessert Parlor,Nitrogen Ice Cream,"Ice Cream, Beverages, Desserts",200.0,Desserts,1
No,No,HSR,"Takeaway, Delivery",Not specified,"Bakery, Desserts",300.0,Desserts,0
No,No,Bannerghatta Road,Cafe,Not specified,"Cafe, Fast Food, Desserts",200.0,Desserts,0
No,No,Koramangala 5th Block,"Dessert Parlor, Quick Bites",Not specified,"Desserts, Fast Food",200.0,Desserts,0
No,No,Jayanagar,Dessert Parlor,Not specified,"Desserts, Ice Cream",100.0,Desserts,0
No,No,Bannerghatta Road,Food Court,Not specified,"Ice Cream, Juices",125.0,Desserts,0
No,No,Jayanagar,Cafe,Not specified,"Cafe, Fast Food",450.0,Desserts,0
No,No,Koramangala 7th Block,"Dessert Parlor, Beverage Shop",Hot Chocolate Fudge,"Desserts, Beverages",200.0,Desserts,0
No,No,Koramangala 7th Block,Dessert Parlor,Not specified,Desserts,125.0,Desserts,0
Yes,No,Koramangala 3rd Block,Sweet Shop,"Chaat, Jalebi, Samosa, Badam Milk, Panipuri","Mithai, Street Food",100.0,Desserts,1
Yes,No,Bannerghatta Road,Dessert Parlor,Not specified,"Desserts, Ice Cream",150.0,Desserts,0
No,Yes,BTM,Casual Dining,"Tangdi Chicken, Bbq Buffet, Chocolate Icecreams, Kofta Curry, Mutton Seekh Kabab, Paneer Curry, Mutton Keema","European, Mediterranean, North Indian, BBQ",800.0,Dine-out,1
No,Yes,BTM,Casual Dining,"Prawn, Shahi Tukda, Barfi, Veg Mushroom, Pizza, Momos, Masala Lemonade","Continental, North Indian, Asian, Italian",650.0,Dine-out,1
Yes,Yes,BTM,"Casual Dining, Microbrewery","Paneer Tikki, Mutton Raan, Mango Margarita, Craft Beer, Lamb, Kulcha, Kheer",North Indian,800.0,Dine-out,1
No,Yes,BTM,"Casual Dining, Bar","Paan Ice Cream, Cocktails, Fish Grill, Crispy Corn, Butter Chicken, Phirni, Chicken Tikka","North Indian, Mediterranean, European, BBQ",550.0,Dine-out,1
Yes,Yes,BTM,Casual Dining,"Paneer Tikka, Pizza, Chowmein, Mocktails, Tandoori Aloo, Pasta Alfredo, Murgh Patiala","Continental, Mexican, Chinese, North Indian",400.0,Dine-out,1
Yes,Yes,BTM,Cafe,"Chaat, Nachos, Peri Peri Pizza, Wedges, Milk Shake, Pink Lemonade, Pasta","Cafe, Continental, Burger",450.0,Dine-out,1
Yes,Yes,BTM,Casual Dining,"Panneer Butter Masala, Chicken Tikka, Mutton Curry, Paneer Tikka, Appam, Roast Chicken, Kerala Parotta","Kerala, Seafood, Chinese, Biryani, Juices",400.0,Dine-out,1
Yes,No,BTM,Casual Dining,"Fattoush, Crispy Chilli Potatoes, Mutton Roganjosh, Butter Chicken Biryani, Crispy Chilli Babycorn, Chicken Grill, Tandoori Chicken","Arabian, Mughlai, Biryani, North Indian, Chinese, Seafood",450.0,Dine-out,1
Yes,No,BTM,Casual Dining,"Noodles, Manchow Soup, Dragon Chicken, Crispy Chicken, Prawn, Chicken Spring Rolls, Spring Roll","Chinese, Thai",425.0,Dine-out,0
No,No,BTM,Casual Dining,"Hyderabadi Biryani, Mutton Biryani, Vegetable Biryani","Biryani, North Indian, Andhra",275.0,Dine-out,1
Yes,No,BTM,Casual Dining,"Pulpy Grape Juice, Chicken Grill, Tandoori Chicken, Shawarma Roll, Bbq Chicken, Mutton Biryani, Tomato Soup","Arabian, North Indian, Chinese, Fast Food",275.0,Dine-out,1
Yes,No,BTM,Casual Dining,Not specified,"Andhra, Chinese, North Indian, Biryani",250.0,Dine-out,1
No,No,BTM,Mess,"Beef Fry, Masala Dosa, Chicken Curry, Fish Fry, Chicken Biryani, Roast Beef, Beef Curry","Kerala, South Indian, Biryani",150.0,Dine-out,1
Yes,Yes,BTM,Casual Dining,"Butter Chicken, Panner Tikka, Chicken Biryani, Chicken Lollipop, Chicken Tikka Masala, Dum Biryani, Tangdi Kabab","Biryani, North Indian, Mughlai",400.0,Dine-out,1
Yes,No,BTM,Casual Dining,Mutton Biryani,"Biryani, North Indian",400.0,Dine-out,1
Yes,No,BTM,Mess,"Lemon Chicken, Hyderabadi Biryani, Chicken Biryani, Chicken Fry, Andhra Meal, Thali, French Chicken","North Indian, Chinese, Biryani",150.0,Dine-out,1
Yes,No,BTM,Quick Bites,Not specified,"South Indian, Biryani",150.0,Dine-out,0
Yes,No,BTM,Casual Dining,Not specified,"Biryani, Chinese, Fast Food, North Indian",200.0,Dine-out,0
Yes,No,BTM,Casual Dining,"Shawarma, Bamboo Biryani, Chicken Shawarama, Chicken Grill, Chicken Kebab, Fish, Appam","Arabian, North Indian, Chinese, Fast Food",400.0,Dine-out,1
No,Yes,BTM,Bar,"Chicken Steak, Beer, Beef Steak, Cheese Nachos, Honey Chilli Potatoes, French Fries, Masala Peanuts",Finger Food,550.0,Dine-out,1
Yes,No,BTM,Cafe,"Coffee, Pasta, Basil Pesto Chicken, Exotic Veg Pizza, Basil Soup, Nachos, Chicken Sizzler","Cafe, American, Italian, Continental, Chinese",250.0,Dine-out,1
No,No,BTM,Quick Bites,Not specified,North Indian,150.0,Dine-out,1
Yes,No,BTM,Casual Dining,"Tea, Coffee, Rasmalai, Raj Kachori, Masala Dosa, Vegetable Biryani, Vada Sambar","South Indian, North Indian, Chinese, Street Food, Fast Food",200.0,Dine-out,1
Yes,No,BTM,Casual Dining,"Chicken Biryani, Hyderabadi Biryani, Dum Biryani","Andhra, Biryani, North Indian, Chinese",250.0,Dine-out,1
No,No,BTM,Quick Bites,Not specified,"Kerala, South Indian, Biryani",150.0,Dine-out,1
Yes,Yes,BTM,Casual Dining,Not specified,"Bengali, North Indian",300.0,Dine-out,1
Yes,No,BTM,Casual Dining,"Chicken Boneless Biryani, Hyderabadi Biryani, Egg Chilli, Butter Chicken, Tomato Soup, Mutton Biryani, Paneer Biryani","Biryani, Chinese, Mughlai, Fast Food, Kebab",350.0,Dine-out,1
Yes,No,BTM,Casual Dining,Not specified,"North Indian, Chinese, Arabian",350.0,Dine-out,0
Yes,No,BTM,Casual Dining,"Momos, Noodles, Thukpa, Crispy Honey Chicken, Manchow Soup, Manchurian, Chicken Momo","Chinese, Momos",300.0,Dine-out,1
Yes,No,BTM,Casual Dining,Not specified,"Andhra, Biryani, North Indian, Chinese",275.0,Dine-out,0
Yes,No,BTM,Casual Dining,Not specified,"Chinese, Momos",300.0,Dine-out,1
Yes,Yes,BTM,Casual Dining,Fish Curry,"Biryani, Chinese, Continental, North Indian, Kerala, South Indian",350.0,Dine-out,1
Yes,No,BTM,Casual Dining,"Fritters, Lasagne, Biryani, Fish, Pasta, Draught Beer, Hot Pot","North Indian, Continental, Chinese, Steak",450.0,Dine-out,1
No,No,BTM,Casual Dining,Not specified,"Chinese, North Indian",500.0,Dine-out,0
Yes,No,BTM,Cafe,Not specified,"Cafe, Lebanese",350.0,Dine-out,1
Yes,No,BTM,Casual Dining,"Butter Chicken, Chicken Biryani","North Indian, Arabian, Chinese",500.0,Dine-out,1
Yes,No,BTM,Casual Dining,"Biryani, Masala Papad, Chicken Grill, Dragon Chicken, Paratha, Roti, Chicken Curry","North Indian, Chinese, Fast Food, Rolls, Beverages",300.0,Dine-out,1
Yes,No,BTM,Casual Dining,"Lassi, Murgh Lababdar, Makke Ki Roti, Chaap, Butter Paneer, Butter Chicken, Patiala Paneer",North Indian,250.0,Dine-out,1
Yes,No,BTM,Casual Dining,"Biryani, Raita","Biryani, North Indian, Chinese",300.0,Dine-out,0
Yes,No,BTM,"Sweet Shop, Quick Bites","Chaat, Chole Bhature, Raj Kachori, Thali, Rasmalai, Paratha, Pav Bhaji","Mithai, North Indian, Street Food, Chinese",200.0,Dine-out,0
Yes,No,BTM,Cafe,Not specified,"Cafe, Fast Food, Beverages",200.0,Dine-out,0
Yes,No,BTM,Quick Bites,"Tandoori Chicken, Butter Naan, Kadai Paneer, Pepper Chicken","North Indian, Chinese, Kebab",175.0,Dine-out,0
Yes,No,BTM,Beverage Shop,Not specified,Tea,75.0,Dine-out,0
Yes,No,BTM,Cafe,"Burgers, Chicken Grill, Faluda, French Fries, Sandwich","Cafe, North Indian, Chinese",350.0,Dine-out,1
Yes,No,BTM,Casual Dining,Not specified,"North Indian, Chinese",225.0,Dine-out,0
Yes,No,BTM,Casual Dining,Masala Dosa,"South Indian, North Indian, Chinese",175.0,Dine-out,1
No,No,BTM,"Quick Bites, Dessert Parlor",Not specified,"Fast Food, Desserts, Ice Cream",150.0,Dine-out,0
No,No,BTM,Casual Dining,"Paneer Tikka, Mutton Biryani","Biryani, North Indian, Chinese, Mughlai",300.0,Dine-out,1
Yes,No,BTM,Casual Dining,Not specified,"Biryani, Hyderabadi, Chinese",250.0,Dine-out,0
No,No,BTM,Sweet Shop,Not specified,"Mithai, Fast Food",150.0,Dine-out,0
No,No,BTM,Casual Dining,Not specified,"Andhra, Chinese, North Indian",350.0,Dine-out,0
Yes,No,BTM,Casual Dining,Not specified,"North Indian, South Indian",175.0,Dine-out,0
Yes,No,BTM,Casual Dining,"Dum Biryani, Prawn Curry, Paneer Biryani, Chicken Boneless Biryani, Apollo Fish","Andhra, Biryani, Chinese, North Indian, Seafood, South Indian",300.0,Dine-out,0
No,No,BTM,Casual Dining,"Shawarma, Biryani Combo, Chicken Grill","North Indian, Biryani, Chinese",250.0,Dine-out,0
Yes,No,BTM,Cafe,"Tea, Paratha, Poha, Coffee, Chai, Sandwiches, Maggi","North Indian, Cafe, Fast Food, Beverages",100.0,Dine-out,1
Yes,No,BTM,Cafe,Not specified,Cafe,450.0,Dine-out,0
Yes,No,BTM,Casual Dining,"Mutton Biryani, Thali","North Indian, Biryani",300.0,Dine-out,1
Yes,No,BTM,Cafe,"Pasta, Sandwiches, Peppy Paneer Pizza, Sandwich, Thick Shakes, Onion Rings, Tomato Soup","Cafe, Italian, Mexican, Chinese",300.0,Dine-out,1
